;taxno;taxno1;taxno2;Number;Genus;taxon;species;Subspecies;full.name;Lifecycle;PLOIDY;no_ploidy_lev;more_ploidies;ploidy_level;holoploid;monoploid;NewAPGFamily;Order;HigherGroup;reg_nat_main;reg_nat_island;reg_nat_total;GloNAF_incidence;reg_no_invasive;GloNAF_invasive;glonaf_3group;ploidy_level;ploidy_level_single
Veronica_bozakmanii;angiosperms;1angiosperms;2angiosperms;919;Veronica;bozakmanii;Veronica_bozakmanii;;Veronica bozakmanii ;A;polyploid;1;;6;3.92;1.96;Plantaginaceae;Lamiales;E;NA;NA;NA;0;NA;0;0;6;6
Veronica_catarractae;angiosperms;1angiosperms;2angiosperms;919;Veronica;catarractae;Veronica_catarractae;;Veronica catarractae ;P;polyploid;1;;6;2.13;1.065;Plantaginaceae;Lamiales;E;NA;NA;NA;0;NA;0;0;6;6
Veronica_formosa;angiosperms;1angiosperms;2angiosperms;919;Veronica;formosa;Veronica_formosa;;Veronica formosa ;P;polyploid;1;;6;2.99;1.495;Plantaginaceae;Lamiales;E;NA;NA;NA;0;NA;0;0;6;6
Veronica_hectorii;angiosperms;1angiosperms;2angiosperms;919;Veronica;hectorii;Veronica_hectorii;subsp. coarctata  (Cheeseman) Garn.-Jones;Veronica hectorii subsp. coarctata  (Cheeseman) Garn.-Jones;P;polyploid;1;;6;2.13;1.065;Plantaginaceae;Lamiales;E;NA;NA;NA;0;NA;0;0;6;6
Veronica_hederifolia;angiosperms;1angiosperms;2angiosperms;478;Veronica;hederifolia;Veronica_hederifolia;;Veronica hederifolia ;A;polyploid;1;;6;2.82;1.41;Plantaginaceae;Lamiales;E;50;9;59;1;1;1;2;6;6
Veronica_jacquinii;angiosperms;1angiosperms;2angiosperms;478;Veronica;jacquinii;Veronica_jacquinii;;Veronica jacquinii ;P;polyploid;1;;6;3.4;1.7;Plantaginaceae;Lamiales;E;22;4;26;1;NA;0;1;6;6
Veronica_lycopodioides;angiosperms;1angiosperms;2angiosperms;919;Veronica;lycopodioides;Veronica_lycopodioides;;Veronica lycopodioides ;P;polyploid;1;;6;2.12;1.06;Plantaginaceae;Lamiales;E;NA;NA;NA;0;NA;0;0;6;6
Veronica_macrantha;angiosperms;1angiosperms;2angiosperms;919;Veronica;macrantha;Veronica_macrantha;;Veronica macrantha ;P;polyploid;1;;6;2.67;1.335;Plantaginaceae;Lamiales;E;NA;NA;NA;0;NA;0;0;6;6
Veronica_multifida;angiosperms;1angiosperms;2angiosperms;478;Veronica;multifida;Veronica_multifida;;Veronica multifida ;P;polyploid;1;;6;3.52;1.76;Plantaginaceae;Lamiales;E;NA;NA;NA;0;NA;0;0;6;6
Veronica_peregrina;angiosperms;1angiosperms;2angiosperms;478;Veronica;peregrina;Veronica_peregrina;;Veronica peregrina ;A;polyploid;1;;6;1.9;0.95;Plantaginaceae;Lamiales;E;86;16;102;1;2;1;2;6;6
Veronica_pimeleoides;angiosperms;1angiosperms;2angiosperms;919;Veronica;pimeleoides;Veronica_pimeleoides;;Veronica pimeleoides ;P;polyploid;1;;6;2.1;1.05;Plantaginaceae;Lamiales;E;NA;NA;NA;0;NA;0;0;6;6
Veronica_salicifolia;angiosperms;1angiosperms;2angiosperms;919;Veronica;salicifolia;Veronica_salicifolia;;Veronica salicifolia ;P;polyploid;1;;6;2.1;1.05;Plantaginaceae;Lamiales;E;NA;1;1;1;NA;0;1;6;6
Veronica_salicornioides;angiosperms;1angiosperms;2angiosperms;919;Veronica;salicornioides;Veronica_salicornioides;;Veronica salicornioides ;P;polyploid;1;;6;2.28;1.14;Plantaginaceae;Lamiales;E;NA;NA;NA;0;NA;0;0;6;6
Vulpia_myuros;angiosperms;1angiosperms;2angiosperms;555;Vulpia;myuros;Vulpia_myuros;;Vulpia myuros ;P;polyploid;1;;6;13.78;6.89;Poaceae;Poales;M;173;42;215;1;11;1;2;6;6
Zigadenus_glaberrimus;angiosperms;1angiosperms;2angiosperms;811;Zigadenus;glaberrimus;Zigadenus_glaberrimus;;Zigadenus glaberrimus ;P;polyploid;1;;6;10.64;5.32;Francoaceae;Liliales;M;NA;NA;NA;0;NA;0;0;6;6
Sequoia_sempervirens;gymnosp;0gymnosp;1gymnosp;29;Sequoia;sempervirens;Sequoia_sempervirens;;Sequoia sempervirens ;;polyploid;1;;6;64.27;32.135;Cupressaceae;Pinales;Conifers II;4;7;11;1;NA;0;1;6;6
Acacia_raddiana;angiosperms;1angiosperms;2angiosperms;289;Acacia;raddiana;Acacia_raddiana;;Acacia raddiana ;P;polyploid;2;6,8;6,8;2.85;1.425;Fabaceae;Fabales;E;NA;NA;NA;0;NA;0;0;6,8;6
Artemisia_mendozana;angiosperms;1angiosperms;2angiosperms;758;Artemisia;mendozana;Artemisia_mendozana;var. mendozana DC.;Artemisia mendozana var. mendozana DC.;P;polyploid;2;6,8;6,8;18.53;9.265;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;6,8;6
Bromus_marginatus;angiosperms;1angiosperms;2angiosperms;635;Bromus;marginatus;Bromus_marginatus;;Bromus marginatus ;P;polyploid;2;6,8;6,8;16.73;8.365;Poaceae;Poales;M;NA;NA;NA;0;NA;0;0;6,8;6
Cardamine_schinziana;angiosperms;1angiosperms;2angiosperms;621;Cardamine;schinziana;Cardamine_schinziana;;Cardamine schinziana ;P;polyploid;2;6,8;6,8;1.69;0.845;Brassicaceae;Brassicales;E;NA;NA;NA;0;NA;0;0;6,8;6
Consolea_millspaughii;angiosperms;1angiosperms;2angiosperms;557;Consolea;millspaughii;Consolea_millspaughii;(male);Consolea millspaughii (male);P;polyploid;2;6,8;6,8;6.3;3.15;Cactaceae;Caryophyllales;E;NA;NA;NA;0;NA;0;0;6,8;6
Curcuma_aromatica;angiosperms;1angiosperms;2angiosperms;562;Curcuma;aromatica;Curcuma_aromatica;;Curcuma aromatica ;P;polyploid;2;6,9;6,9;2.35;1.175;Zingiberaceae;Zingiberales;M;NA;1;1;1;NA;0;1;6,9;6
Curcuma_rubescens;angiosperms;1angiosperms;2angiosperms;562;Curcuma;rubescens;Curcuma_rubescens;;Curcuma rubescens ;P;polyploid;2;6,9;6,9;2.29;1.145;Zingiberaceae;Zingiberales;M;NA;NA;NA;0;NA;0;0;6,9;6
Cynodon_dactylon;angiosperms;1angiosperms;2angiosperms;438;Cynodon;dactylon;Cynodon_dactylon;var. dactylon;Cynodon dactylon var. dactylon;P;polyploid;2;6+unknown;6+unknown;2.27;1.135;Poaceae;Poales;M;233;74;307;1;60;1;2;6,unknown;6
Deyeuxia_aucklandica;angiosperms;1angiosperms;2angiosperms;476;Deyeuxia;aucklandica;Deyeuxia_aucklandica;;Deyeuxia aucklandica ;P;polyploid;2;6,8;6,8;12.58;6.29;Poaceae;Poales;M;NA;NA;NA;0;NA;0;0;6,8;6
Dioscorea_cayenensis;angiosperms;1angiosperms;2angiosperms;633;Dioscorea;cayenensis;Dioscorea_cayenensis;;Dioscorea cayenensis ;P;polyploid;2;6,8;6,8;2.05;1.025;Dioscoreaceae;Dioscoreales;M;1;3;4;1;NA;0;1;6,8;6
Elytrigia_intermedia;angiosperms;1angiosperms;2angiosperms;593;Elytrigia;intermedia;Elytrigia_intermedia;;Elytrigia intermedia ;P;polyploid;2;6,9;6,9;33.8;16.9;Poaceae;Poales;M;30;1;31;1;NA;0;1;6,9;6
Elytrigia_repens;angiosperms;1angiosperms;2angiosperms;593;Elytrigia;repens;Elytrigia_repens;;Elytrigia repens ;P;polyploid;2;6,9;6,9;29.09;14.545;Poaceae;Poales;M;100;19;119;1;52;1;2;6,9;6
Festuca_gigantea;angiosperms;1angiosperms;2angiosperms;555;Festuca;gigantea;Festuca_gigantea;;Festuca gigantea ;P;polyploid;2;6,8;6,8;17.63;8.815;Poaceae;Poales;M;5;1;6;1;NA;0;1;6,8;6
Festuca_rubra;angiosperms;1angiosperms;2angiosperms;555;Festuca;rubra;Festuca_rubra;subsp. rubra;Festuca rubra subsp. rubra;P;polyploid;2;6,8;6,8;15.67;7.835;Poaceae;Poales;M;75;23;98;1;NA;0;1;6,8;6
Festuca_stricta;angiosperms;1angiosperms;2angiosperms;555;Festuca;stricta;Festuca_stricta;subsp. bauzanina Pils;Festuca stricta subsp. bauzanina Pils;P;polyploid;2;6,8;6,8;16.27;8.135;Poaceae;Poales;M;NA;NA;NA;0;NA;0;0;6,8;6
Helianthus_strumosus;angiosperms;1angiosperms;2angiosperms;1001;Helianthus;strumosus;Helianthus_strumosus;;Helianthus strumosus ;P;polyploid;2;unknown,6;unknown,6;18.53;9.265;Asteraceae;Asterales;E;8;1;9;1;1;1;2;6,unknown;6
Herbertia_lahue;angiosperms;1angiosperms;2angiosperms;841;Herbertia;lahue;Herbertia_lahue;;Herbertia lahue ;P;polyploid;2;6,8;6,8;13.52;6.76;Iridaceae;Asparagales;M;3;1;4;1;NA;0;1;6,8;6
Oxalis_sellowii;angiosperms;1angiosperms;2angiosperms;172;Oxalis;sellowii;Oxalis_sellowii;var. diversifolia Knuth;Oxalis sellowii var. diversifolia Knuth;P;polyploid;2;6,12;6,12;11.35;5.675;Oxalidaceae;Oxalidales;E;NA;NA;NA;0;NA;0;0;6,12;6
Poa_pratensis;angiosperms;1angiosperms;2angiosperms;105;Poa;pratensis;Poa_pratensis;;Poa pratensis ;P;polyploid;2;6+unknown;6+unknown;9.64;4.82;Poaceae;Poales;M;166;34;200;1;59;1;2;6,unknown;6
Prunus_domestica;angiosperms;1angiosperms;2angiosperms;227;Prunus;domestica;Prunus_domestica;;Prunus domestica ;P;polyploid;2;6+unknown;6+unknown;1.25;0.625;Rosaceae;Rosales;E;64;11;75;1;1;1;2;6,unknown;6
Xolantha_guttata;angiosperms;1angiosperms;2angiosperms;567;Xolantha;guttata;Xolantha_guttata;;Xolantha guttata ;A;polyploid;2;6,8;6,8;8.15;4.075;Cistaceae;Malvales;E;NA;NA;NA;0;NA;0;0;6,8;6
Ramonda_serbica;angiosperms;1angiosperms;2angiosperms;669;Ramonda;serbica;Ramonda_serbica;;Ramonda serbica ;P;polyploid;3;6,8,10;6,8,10;7.53;3.765;Gesneriaceae;Lamiales;E;NA;NA;NA;0;NA;0;0;6,8,10;6
Cardamine_yezoensis;angiosperms;1angiosperms;2angiosperms;621;Cardamine;yezoensis;Cardamine_yezoensis;;Cardamine yezoensis ;P;polyploid;5;6,8,10,11,12;6,8,10,11,12;1.96;0.98;Brassicaceae;Brassicales;E;NA;NA;NA;0;NA;0;0;6,8,10,11,12;6
Tradescantia_fluminensis;angiosperms;1angiosperms;2angiosperms;181;Tradescantia;fluminensis;Tradescantia_fluminensis;;Tradescantia fluminensis ;P;polyploid;4;6,10,12,22;6,10,12,22;14.83;7.415;Commelinaceae;Commelinales;M;38;27;65;1;10;1;2;6,10,12,22;6
Agave_victoriae-reginae;angiosperms;1angiosperms;2angiosperms;482;Agave;victoriae-reginae;Agave_victoriae-reginae;;Agave victoriae-reginae ;P;D_P;2;2,6;2,6;16;8;Asparagaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2,6;6
Allium_lineare;angiosperms;1angiosperms;2angiosperms;299;Allium;lineare;Allium_lineare;;Allium lineare ;P;D_P;2;2,6;2,6;35.75;17.875;Amaryllidaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2,6;6
Asparagus_maritimus;angiosperms;1angiosperms;2angiosperms;933;Asparagus;maritimus;Asparagus_maritimus;;Asparagus maritimus ;P;D_P;2;2,6;2,6;5.25;2.625;Asparagaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2,6;6
Avena_nuda;angiosperms;1angiosperms;2angiosperms;718;Avena;nuda;Avena_nuda;;Avena nuda ;A;D_P;2;2,6;2,6;17.44;8.72;Poaceae;Poales;M;2;1;3;1;NA;0;1;2,6;6
Commelina_diffusa;angiosperms;1angiosperms;2angiosperms;269.05;Commelina;diffusa;Commelina_diffusa;;Commelina diffusa ;A-P;D_P;2;2,6;2,6;11.8;5.9;Commelinaceae;Commelinales;M;10;41;51;1;4;1;2;2,6;6
Elegia_decipiens;angiosperms;1angiosperms;2angiosperms;913;Elegia;decipiens;Elegia_decipiens;;Elegia decipiens ;P;D_P;2;2,6;2,6;3.95;1.975;Restionaceae;Poales;M;NA;NA;NA;0;NA;0;0;2,6;6
Elegia_persistens;angiosperms;1angiosperms;2angiosperms;913;Elegia;persistens;Elegia_persistens;;Elegia persistens ;P;D_P;2;2,6;2,6;4.69;2.345;Restionaceae;Poales;M;NA;NA;NA;0;NA;0;0;2,6;6
Erysimum_cheiranthoides;angiosperms;1angiosperms;2angiosperms;599;Erysimum;cheiranthoides;Erysimum_cheiranthoides;;Erysimum cheiranthoides ;;D_P;2;2,6;2,6;1.05;0.525;Brassicaceae;Brassicales;E;62;12;74;1;1;1;2;2,6;6
Narcissus_pseudonarcissus;angiosperms;1angiosperms;2angiosperms;581;Narcissus;pseudonarcissus;Narcissus_pseudonarcissus;subsp. bicolor  (L.) Willk. & Lange;Narcissus pseudonarcissus subsp. bicolor  (L.) Willk. & Lange;P;D_P;2;2,6;2,6;45.6;22.8;Amaryllidaceae;Asparagales;M;NA;3;3;1;NA;0;1;2,6;6
Ranunculus_carpaticola;angiosperms;1angiosperms;2angiosperms;474;Ranunculus;carpaticola;Ranunculus_carpaticola;;Ranunculus carpaticola ;P;D_P;2;2,6;2,6;11.11;5.555;Ranunculaceae;Ranunculales;E;NA;NA;NA;0;NA;0;0;2,6;6
Veronica_orientalis;angiosperms;1angiosperms;2angiosperms;919;Veronica;orientalis;Veronica_orientalis;;Veronica orientalis ;P;D_P;2;2,6;2,6;1.74;0.87;Plantaginaceae;Lamiales;E;NA;NA;NA;0;NA;0;0;2,6;6
Willdenowia_glomerata;angiosperms;1angiosperms;2angiosperms;913;Willdenowia;glomerata;Willdenowia_glomerata;(Female);Willdenowia glomerata (Female);P;D_P;2;2,6;2,6;9.8;4.9;Restionaceae;Poales;M;NA;NA;NA;0;NA;0;0;2,6;6
Thamnochortus_guthrieae;angiosperms;1angiosperms;2angiosperms;913;Thamnochortus;guthrieae;Thamnochortus_guthrieae;;Thamnochortus guthrieae ;P;D_P;3;2,3,6;2,3,6;2.23;1.115;Restionaceae;Poales;M;NA;NA;NA;0;NA;0;0;2,3,6;6
Agave_angustifolia;angiosperms;1angiosperms;2angiosperms;738;Agave;angustifolia;Agave_angustifolia;;Agave angustifolia ;P;D_P;3;2,3,4,6;2,3,4,6;14.58;7.29;Asparagaceae;Asparagales;M;22;8;30;1;1;1;2;2,3,4,6;6
Haworthia_limifolia;angiosperms;1angiosperms;2angiosperms;823;Haworthia;limifolia;Haworthia_limifolia;(var. striata)  Pilbeam;Haworthia limifolia (var. striata)  Pilbeam;P;D_P;4;2,3,4,6;2,3,4,6;61.73;30.865;Asphodelaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2,3,4,6;6
Hypodiscus_aristatus;angiosperms;1angiosperms;2angiosperms;829;Hypodiscus;aristatus;Hypodiscus_aristatus;;Hypodiscus aristatus ;P;D_P;4;2,3,4,6;2,3,4,6;5.3;2.65;Restionaceae;Poales;M;NA;NA;NA;0;NA;0;0;2,3,4,6;6
Lippia_alba;angiosperms;1angiosperms;2angiosperms;815;Lippia;alba;Lippia_alba;;Lippia alba ;P;D_P;4;2,3,4,6;2,3,4,6;4.56;2.28;Lamiaceae;Lamiales;E;13;2;15;1;1;1;2;2,3,4,6;6
Thamnochortus_schlechteri;angiosperms;1angiosperms;2angiosperms;913;Thamnochortus;schlechteri;Thamnochortus_schlechteri;;Thamnochortus schlechteri ;P;D_P;4;2,3,4,6;2,3,4,6;2.58;1.29;Restionaceae;Poales;M;NA;NA;NA;0;NA;0;0;2,3,4,6;6
Dianthus_broteri;angiosperms;1angiosperms;2angiosperms;702;Dianthus;broteri;Dianthus_broteri;(Portugal);Dianthus broteri (Portugal);P;D_P;5;2,3,4,6,12;2,3,4,6,12;4.37;2.185;Caryophyllaceae;Caryophyllales;E;NA;NA;NA;0;NA;0;0;2,3,4,6,12;6
Parthenium_argentatum;angiosperms;1angiosperms;2angiosperms;794;Parthenium;argentatum;Parthenium_argentatum;;Parthenium argentatum ;P;D_P;5;2,3,4,5,6;2,3,4,5,6;6.55;3.275;Asteraceae;Asterales;E;1;NA;1;1;NA;0;1;2,3,4,5,6;6
Agave_parryi;angiosperms;1angiosperms;2angiosperms;482;Agave;parryi;Agave_parryi;var. couesii;Agave parryi var. couesii;P;D_P;3;2,4,6;2,4,6;16.37;8.185;Asparagaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2,4,6;6
Artemisia_arbuscula;angiosperms;1angiosperms;2angiosperms;774;Artemisia;arbuscula;Artemisia_arbuscula;subsp. arbuscula;Artemisia arbuscula subsp. arbuscula;P;D_P;3;2,4,6;2,4,6;15.95;7.975;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;2,4,6;6
Artemisia_nova;angiosperms;1angiosperms;2angiosperms;774;Artemisia;nova;Artemisia_nova;;Artemisia nova ;P;D_P;3;2,4,6;2,4,6;16.41;8.205;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;2,4,6;6
Beta_macrocarpa;angiosperms;1angiosperms;2angiosperms;746;Beta;macrocarpa;Beta_macrocarpa;;Beta macrocarpa ;B;D_P;3;2,4,6;2,4,6;2.81;1.405;Amaranthaceae;Caryophyllales;E;1;NA;1;1;NA;0;1;2,4,6;6
Bulbine_bulbosa;angiosperms;1angiosperms;2angiosperms;128;Bulbine;bulbosa;Bulbine_bulbosa;;Bulbine bulbosa ;P;D_P;3;2,4,6;2,4,6;41.6;20.8;Asphodelaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2,4,6;6
Bulbine_semibarbata;angiosperms;1angiosperms;2angiosperms;2;Bulbine;semibarbata;Bulbine_semibarbata;;Bulbine semibarbata ;A;D_P;3;2,4,6;2,4,6;30.53;15.265;Asphodelaceae;Asparagales;M;1;NA;1;1;NA;0;1;2,4,6;6
Commelina_africana;angiosperms;1angiosperms;2angiosperms;269.05;Commelina;africana;Commelina_africana;;Commelina africana ;P;D_P;3;2,4,6;2,4,6;12.37;6.185;Commelinaceae;Commelinales;M;1;NA;1;1;NA;0;1;2,4,6;6
Elegia_racemosa;angiosperms;1angiosperms;2angiosperms;913;Elegia;racemosa;Elegia_racemosa;;Elegia racemosa ;P;D_P;3;2,4,6;2,4,6;4.53;2.265;Restionaceae;Poales;M;NA;NA;NA;0;NA;0;0;2,4,6;6
Galanthus_elwesii;angiosperms;1angiosperms;2angiosperms;484;Galanthus;elwesii;Galanthus_elwesii;;Galanthus elwesii ;P;D_P;3;2,4,6;2,4,6;106.43;53.215;Amaryllidaceae;Asparagales;M;9;3;12;1;NA;0;1;2,4,6;6
Hordeum_brachyantherum;angiosperms;1angiosperms;2angiosperms;491;Hordeum;brachyantherum;Hordeum_brachyantherum;subsp. brachyantherum;Hordeum brachyantherum subsp. brachyantherum;P;D_P;3;2,4,6;2,4,6;19.06;9.53;Poaceae;Poales;M;13;5;18;1;NA;0;1;2,4,6;6
Hordeum_murinum;angiosperms;1angiosperms;2angiosperms;50;Hordeum;murinum;Hordeum_murinum;;Hordeum murinum ;A;D_P;3;2,4,6;2,4,6;21.05;10.525;Poaceae;Poales;M;71;14;85;1;NA;0;1;2,4,6;6
Chenopodium_album;angiosperms;1angiosperms;2angiosperms;375;Chenopodium;album;Chenopodium_album;;Chenopodium album ;A;D_P;3;2,4,6;2,4,6;3.16;1.58;Amaranthaceae;Caryophyllales;E;271;47;318;1;10;1;2;2,4,6;6
Larrea_tridentata;angiosperms;1angiosperms;2angiosperms;195;Larrea;tridentata;Larrea_tridentata;;Larrea tridentata ;P;D_P;3;2,4,6;2,4,6;2.4;1.2;Zygophyllaceae;Zygophyllales;E;NA;NA;NA;0;NA;0;0;2,4,6;6
Mercurialis_annua;angiosperms;1angiosperms;2angiosperms;544;Mercurialis;annua;Mercurialis_annua;;Mercurialis annua ;A;D_P;3;2,4,6;2,4,6;2.61;1.305;Euphorbiaceae;Malpighiales;E;33;18;51;1;NA;0;1;2,4,6;6
Polystachya_fusiformis;angiosperms;1angiosperms;2angiosperms;736;Polystachya;fusiformis;Polystachya_fusiformis;;Polystachya fusiformis ;P;D_P;3;2,4,6;2,4,6;2.6;1.3;Orchidaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2,4,6;6
Restio_laniger;angiosperms;1angiosperms;2angiosperms;913;Restio;laniger;Restio_laniger;;Restio laniger ;P;D_P;3;2,4,6;2,4,6;3.36;1.68;Restionaceae;Poales;M;NA;NA;NA;0;NA;0;0;2,4,6;6
Restio_sieberi;angiosperms;1angiosperms;2angiosperms;913;Restio;sieberi;Restio_sieberi;;Restio sieberi ;P;D_P;3;2,4,6;2,4,6;3.19;1.595;Restionaceae;Poales;M;NA;NA;NA;0;NA;0;0;2,4,6;6
Sisyrinchium_micranthum;angiosperms;1angiosperms;2angiosperms;872;Sisyrinchium;micranthum;Sisyrinchium_micranthum;;Sisyrinchium micranthum ;P;D_P;3;2,4,6;2,4,6;1.96;0.98;Iridaceae;Asparagales;M;17;12;29;1;NA;0;1;2,4,6;6
Solidago_simplex;angiosperms;1angiosperms;2angiosperms;757;Solidago;simplex;Solidago_simplex;subsp. randii var. racemosa;Solidago simplex subsp. randii var. racemosa;P;D_P;3;2,4,6;2,4,6;4.19;2.095;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;2,4,6;6
Tradescantia_crassifolia;angiosperms;1angiosperms;2angiosperms;181;Tradescantia;crassifolia;Tradescantia_crassifolia;;Tradescantia crassifolia ;P;D_P;3;2,4,6;2,4,6;44.23;22.115;Commelinaceae;Commelinales;M;NA;NA;NA;0;NA;0;0;2,4,6;6
Tradescantia_potosina;angiosperms;1angiosperms;2angiosperms;181;Tradescantia;potosina;Tradescantia_potosina;;Tradescantia potosina ;P;D_P;3;2,4,6;2,4,6;46.03;23.015;Commelinaceae;Commelinales;M;NA;NA;NA;0;NA;0;0;2,4,6;6
Veronica_ciliata;angiosperms;1angiosperms;2angiosperms;919;Veronica;ciliata;Veronica_ciliata;;Veronica ciliata ;P;D_P;3;2,4,6;2,4,6;2.71;1.355;Plantaginaceae;Lamiales;E;NA;NA;NA;0;NA;0;0;2,4,6;6
Acacia_tortilis;angiosperms;1angiosperms;2angiosperms;289;Acacia;tortilis;Acacia_tortilis;;Acacia tortilis ;P;D_P;4;2,4,6,8;2,4,6,8;2.2;1.1;Fabaceae;Fabales;E;NA;1;1;1;1;1;2;2,4,6,8;6
Claytonia_parviflora;angiosperms;1angiosperms;2angiosperms;717;Claytonia;parviflora;Claytonia_parviflora;subsp. parviflora;Claytonia parviflora subsp. parviflora;A;D_P;4;2,4,6,8;2,4,6,8;4.01;2.005;Montiaceae;Caryophyllales;E;NA;NA;NA;0;NA;0;0;2,4,6,8;6
Claytonia_perfoliata;angiosperms;1angiosperms;2angiosperms;717;Claytonia;perfoliata;Claytonia_perfoliata;subsp. mexicana (Rydb.) John M. Miller & K.L. Chambers;Claytonia perfoliata subsp. mexicana (Rydb.) John M. Miller & K.L. Chambers;A;D_P;4;2,4,6,8;2,4,6,8;3.86;1.93;Montiaceae;Caryophyllales;E;NA;NA;NA;0;NA;0;0;2,4,6,8;6
Claytonia_rubra;angiosperms;1angiosperms;2angiosperms;717;Claytonia;rubra;Claytonia_rubra;subsp. depressa;Claytonia rubra subsp. depressa;A;D_P;4;2,4,6,8;2,4,6,8;3.9;1.95;Montiaceae;Caryophyllales;E;NA;NA;NA;0;NA;0;0;2,4,6,8;6
Artemisia_dracunculus;angiosperms;1angiosperms;2angiosperms;553;Artemisia;dracunculus;Artemisia_dracunculus;;Artemisia dracunculus ;P;D_P;5;2,4,6,8,10;2,4,6,8,10;14.79;7.395;Asteraceae;Asterales;E;62;4;66;1;NA;0;1;2,4,6,8,10;6
Agave_cupreata;angiosperms;1angiosperms;2angiosperms;741;Agave;cupreata;Agave_cupreata;;Agave cupreata ;P;D_P;4;2,4,5,6;2,4,5,6;17.19;8.595;Asparagaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2,4,5,6;6
Hieracium_pilosella;angiosperms;1angiosperms;2angiosperms;569;Hieracium;pilosella;Hieracium_pilosella;;Hieracium pilosella ;P;D_P;5;2,4,5,6,7;2,4,5,6,7;9.16;4.58;Asteraceae;Asterales;E;32;8;40;1;2;1;2;2,4,5,6,7;6
Aloe_ciliaris;angiosperms;1angiosperms;2angiosperms;440;Aloe;ciliaris;Aloe_ciliaris;;Aloe ciliaris ;P;D_P;3;2,5,6;2,5,6;45.83;22.915;Asphodelaceae;Asparagales;M;1;2;3;1;NA;0;1;2,5,6;6
Malus_sargentii;angiosperms;1angiosperms;2angiosperms;625;Malus;sargentii;Malus_sargentii;;Malus sargentii ;P;polyploid;4;3,4,5,6;3,4,5,6;3.34;1.67;Rosaceae;Rosales;E;1;NA;1;1;NA;0;1;3,4,5,6;6
Allium_oleraceum;angiosperms;1angiosperms;2angiosperms;743;Allium;oleraceum;Allium_oleraceum;;Allium oleraceum ;P;polyploid;6;3,4,5,6,7,8;3,4,5,6,7,8;67.43;33.715;Amaryllidaceae;Asparagales;M;8;NA;8;1;3;1;2;3,4,5,6,7,8;6
Erianthus_arundinaceus;angiosperms;1angiosperms;2angiosperms;796;Erianthus;arundinaceus;Erianthus_arundinaceus;;Erianthus arundinaceus ;P;polyploid;2;3,6;3,6;5.47;2.735;Poaceae;Poales;M;NA;1;1;1;NA;0;1;3,6;6
Hippeastrum_puniceum;angiosperms;1angiosperms;2angiosperms;818;Hippeastrum;puniceum;Hippeastrum_puniceum;;Hippeastrum puniceum ;P;polyploid;2;3,6;3,6;51.68;25.84;Amaryllidaceae;Asparagales;M;16;4;20;1;NA;0;1;3,6;6
Pennisetum_setaceum;angiosperms;1angiosperms;2angiosperms;308;Pennisetum;setaceum;Pennisetum_setaceum;;Pennisetum setaceum ;P;polyploid;2;3,6;3,6;4.05;2.025;Poaceae;Poales;M;50;7;57;1;10;1;2;3,6;6
Allium_splendens;angiosperms;1angiosperms;2angiosperms;299;Allium;splendens;Allium_splendens;;Allium splendens ;P;polyploid;3;4,5,6;4,5,6;54.83;27.415;Amaryllidaceae;Asparagales;M;NA;1;1;1;NA;0;1;4,5,6;6
Hieracium_piloselliflorum;angiosperms;1angiosperms;2angiosperms;569;Hieracium;piloselliflorum;Hieracium_piloselliflorum;;Hieracium piloselliflorum ;P;polyploid;3;4,5,6;4,5,6;9.07;4.535;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;4,5,6;6
Paspalum_dilatatum;angiosperms;1angiosperms;2angiosperms;695;Paspalum;dilatatum;Paspalum_dilatatum;subsp. dilatatum;Paspalum dilatatum subsp. dilatatum;P;polyploid;3;4,5,6;4,5,6;2.94;1.47;Poaceae;Poales;M;141;48;189;1;7;1;2;4,5,6;6
Gagea_pratensis;angiosperms;1angiosperms;2angiosperms;812;Gagea;pratensis;Gagea_pratensis;;Gagea pratensis ;P;polyploid;4;4,5,6,10;4,5,6,10;48.41;24.205;Liliaceae;Liliales;M;1;NA;1;1;NA;0;1;4,5,6,10;6
Hieracium_bauhini;angiosperms;1angiosperms;2angiosperms;352;Hieracium;bauhini;Hieracium_bauhini;subsp. bauhini;Hieracium bauhini subsp. bauhini;P;polyploid;4;4,5,6,7;4,5,6,7;10.61;5.305;Asteraceae;Asterales;E;1;NA;1;1;NA;0;1;4,5,6,7;6
Hieracium_brachiatum;angiosperms;1angiosperms;2angiosperms;352;Hieracium;brachiatum;Hieracium_brachiatum;;Hieracium brachiatum ;P;polyploid;5;4,5,6,7,8;4,5,6,7,8;10.99;5.495;Asteraceae;Asterales;E;1;NA;1;1;NA;0;1;4,5,6,7,8;6
