;taxno;taxno1;taxno2;Number;Genus;taxon;species;Subspecies;full.name;Lifecycle;PLOIDY;no_ploidy_lev;more_ploidies;ploidy_level;holoploid;monoploid;NewAPGFamily;Order;HigherGroup;reg_nat_main;reg_nat_island;reg_nat_total;GloNAF_incidence;reg_no_invasive;GloNAF_invasive;glonaf_3group;ploidy_level;ploidy_level_single
Restio_filiformis;angiosperms;1angiosperms;2angiosperms;913;Restio;filiformis;Restio_filiformis;;Restio filiformis ;P;diploid;1;;2;2.4;1.2;Restionaceae;Poales;M;NA;NA;NA;0;NA;0;0;2;2
Restio_fusiformis;angiosperms;1angiosperms;2angiosperms;913;Restio;fusiformis;Restio_fusiformis;;Restio fusiformis ;P;diploid;1;;2;2.77;1.385;Restionaceae;Poales;M;NA;NA;NA;0;NA;0;0;2;2
Restio_hyalinus;angiosperms;1angiosperms;2angiosperms;913;Restio;hyalinus;Restio_hyalinus;;Restio hyalinus ;P;diploid;1;;2;2.43;1.215;Restionaceae;Poales;M;NA;NA;NA;0;NA;0;0;2;2
Restio_leptoclados;angiosperms;1angiosperms;2angiosperms;913;Restio;leptoclados;Restio_leptoclados;(Female);Restio leptoclados (Female);P;diploid;1;;2;1.87;0.935;Restionaceae;Poales;M;NA;NA;NA;0;NA;0;0;2;2
Restio_levynsiae;angiosperms;1angiosperms;2angiosperms;913;Restio;levynsiae;Restio_levynsiae;;Restio levynsiae ;P;diploid;1;;2;2.35;1.175;Restionaceae;Poales;M;NA;NA;NA;0;NA;0;0;2;2
Restio_macer;angiosperms;1angiosperms;2angiosperms;913;Restio;macer;Restio_macer;;Restio macer ;P;diploid;1;;2;2.02;1.01;Restionaceae;Poales;M;NA;NA;NA;0;NA;0;0;2;2
Restio_micans;angiosperms;1angiosperms;2angiosperms;913;Restio;micans;Restio_micans;;Restio micans ;P;diploid;1;;2;1.83;0.915;Restionaceae;Poales;M;NA;NA;NA;0;NA;0;0;2;2
Restio_muirii;angiosperms;1angiosperms;2angiosperms;913;Restio;muirii;Restio_muirii;;Restio muirii ;P;diploid;1;;2;1.49;0.745;Restionaceae;Poales;M;NA;NA;NA;0;NA;0;0;2;2
Restio_paniculatus;angiosperms;1angiosperms;2angiosperms;913;Restio;paniculatus;Restio_paniculatus;;Restio paniculatus ;P;diploid;1;;2;2.15;1.075;Restionaceae;Poales;M;NA;NA;NA;0;NA;0;0;2;2
Restio_papillosus;angiosperms;1angiosperms;2angiosperms;913;Restio;papillosus;Restio_papillosus;;Restio papillosus ;P;diploid;1;;2;1.44;0.72;Restionaceae;Poales;M;NA;NA;NA;0;NA;0;0;2;2
Restio_pedicellatus;angiosperms;1angiosperms;2angiosperms;913;Restio;pedicellatus;Restio_pedicellatus;;Restio pedicellatus ;P;diploid;1;;2;1.07;0.535;Restionaceae;Poales;M;NA;NA;NA;0;NA;0;0;2;2
Restio_pulcher;angiosperms;1angiosperms;2angiosperms;913;Restio;pulcher;Restio_pulcher;;Restio pulcher ;P;diploid;1;;2;1.26;0.63;Restionaceae;Poales;M;NA;NA;NA;0;NA;0;0;2;2
Restio_pumilis;angiosperms;1angiosperms;2angiosperms;913;Restio;pumilis;Restio_pumilis;;Restio pumilis ;P;diploid;1;;2;1.81;0.905;Restionaceae;Poales;M;NA;NA;NA;0;NA;0;0;2;2
Restio_quadratus;angiosperms;1angiosperms;2angiosperms;913;Restio;quadratus;Restio_quadratus;;Restio quadratus ;P;diploid;1;;2;2.31;1.155;Restionaceae;Poales;M;NA;NA;NA;0;NA;0;0;2;2
Restio_quinquefarius;angiosperms;1angiosperms;2angiosperms;913;Restio;quinquefarius;Restio_quinquefarius;(Female);Restio quinquefarius (Female);P;diploid;1;;2;2.28;1.14;Restionaceae;Poales;M;NA;NA;NA;0;NA;0;0;2;2
Restio_rigoratus;angiosperms;1angiosperms;2angiosperms;913;Restio;rigoratus;Restio_rigoratus;;Restio rigoratus ;P;diploid;1;;2;2;1;Restionaceae;Poales;M;NA;NA;NA;0;NA;0;0;2;2
Restio_rudolfii;angiosperms;1angiosperms;2angiosperms;913;Restio;rudolfii;Restio_rudolfii;;Restio rudolfii ;P;diploid;1;;2;1.81;0.905;Restionaceae;Poales;M;NA;NA;NA;0;NA;0;0;2;2
Restio_scaberulous;angiosperms;1angiosperms;2angiosperms;913;Restio;scaberulous;Restio_scaberulous;;Restio scaberulous ;P;diploid;1;;2;2.36;1.18;Restionaceae;Poales;M;NA;NA;NA;0;NA;0;0;2;2
Restio_similis;angiosperms;1angiosperms;2angiosperms;913;Restio;similis;Restio_similis;(Female);Restio similis (Female);P;diploid;1;;2;1.71;0.855;Restionaceae;Poales;M;NA;NA;NA;0;NA;0;0;2;2
Restio_sparsa;angiosperms;1angiosperms;2angiosperms;913;Restio;sparsa;Restio_sparsa;;Restio sparsa ;P;diploid;1;;2;1.5;0.75;Restionaceae;Poales;M;NA;NA;NA;0;NA;0;0;2;2
Restio_sporadicus;angiosperms;1angiosperms;2angiosperms;913;Restio;sporadicus;Restio_sporadicus;;Restio sporadicus ;P;diploid;1;;2;1.79;0.895;Restionaceae;Poales;M;NA;NA;NA;0;NA;0;0;2;2
Restio_strictus;angiosperms;1angiosperms;2angiosperms;913;Restio;strictus;Restio_strictus;;Restio strictus ;P;diploid;1;;2;2.08;1.04;Restionaceae;Poales;M;NA;NA;NA;0;NA;0;0;2;2
Restio_tetragonus;angiosperms;1angiosperms;2angiosperms;913;Restio;tetragonus;Restio_tetragonus;;Restio tetragonus ;P;diploid;1;;2;2.17;1.085;Restionaceae;Poales;M;NA;NA;NA;0;NA;0;0;2;2
Restio_triflorus;angiosperms;1angiosperms;2angiosperms;913;Restio;triflorus;Restio_triflorus;;Restio triflorus ;P;diploid;1;;2;1.6;0.8;Restionaceae;Poales;M;NA;NA;NA;0;NA;0;0;2;2
Restio_versatilis;angiosperms;1angiosperms;2angiosperms;913;Restio;versatilis;Restio_versatilis;;Restio versatilis ;P;diploid;1;;2;1.91;0.955;Restionaceae;Poales;M;NA;NA;NA;0;NA;0;0;2;2
Restio_wallichii;angiosperms;1angiosperms;2angiosperms;913;Restio;wallichii;Restio_wallichii;;Restio wallichii ;P;diploid;1;;2;1.65;0.825;Restionaceae;Poales;M;NA;NA;NA;0;NA;0;0;2;2
Retama_monosperma;angiosperms;1angiosperms;2angiosperms;671;Retama;monosperma;Retama_monosperma;subsp. bovei var. oranensis;Retama monosperma subsp. bovei var. oranensis;P;diploid;1;;2;1.89;0.945;Fabaceae;Fabales;E;NA;NA;NA;0;NA;0;0;2;2
Retama_sphaerocarpa;angiosperms;1angiosperms;2angiosperms;671;Retama;sphaerocarpa;Retama_sphaerocarpa;var. atlantica;Retama sphaerocarpa var. atlantica;P;diploid;1;;2;1.8;0.9;Fabaceae;Fabales;E;NA;1;1;1;NA;0;1;2;2
Rhamnus_alaternus;angiosperms;1angiosperms;2angiosperms;634;Rhamnus;alaternus;Rhamnus_alaternus;;Rhamnus alaternus ;P;diploid;1;;2;0.61;0.305;Rhamnaceae;Rosales;E;16;8;24;1;NA;0;1;2;2
Rhamnus_alnifolia;angiosperms;1angiosperms;2angiosperms;848;Rhamnus;alnifolia;Rhamnus_alnifolia;;Rhamnus alnifolia ;P;diploid;1;;2;0.58;0.29;Rhamnaceae;Rosales;E;NA;NA;NA;0;NA;0;0;2;2
Rhamnus_alpinus;angiosperms;1angiosperms;2angiosperms;634;Rhamnus;alpinus;Rhamnus_alpinus;subsp. fallax (Boiss.) Maire & Petitmengin;Rhamnus alpinus subsp. fallax (Boiss.) Maire & Petitmengin;P;diploid;1;;2;0.49;0.245;Rhamnaceae;Rosales;E;NA;NA;NA;0;NA;0;0;2;2
Rhamnus_davurica;angiosperms;1angiosperms;2angiosperms;848;Rhamnus;davurica;Rhamnus_davurica;;Rhamnus davurica ;P;diploid;1;;2;1.06;0.53;Rhamnaceae;Rosales;E;16;1;17;1;NA;0;1;2;2
Rhamnus_intermedius;angiosperms;1angiosperms;2angiosperms;634;Rhamnus;intermedius;Rhamnus_intermedius;;Rhamnus intermedius ;P;diploid;1;;2;0.9;0.45;Rhamnaceae;Rosales;E;NA;NA;NA;0;NA;0;0;2;2
Rhamnus_orbiculata;angiosperms;1angiosperms;2angiosperms;634;Rhamnus;orbiculata;Rhamnus_orbiculata;;Rhamnus orbiculata ;P;diploid;1;;2;0.93;0.465;Rhamnaceae;Rosales;E;NA;NA;NA;0;NA;0;0;2;2
Rhamnus_saxatilis;angiosperms;1angiosperms;2angiosperms;634;Rhamnus;saxatilis;Rhamnus_saxatilis;subsp. tinctorius (Waldst & Kit.) Nyman;Rhamnus saxatilis subsp. tinctorius (Waldst & Kit.) Nyman;P;diploid;1;;2;1.11;0.555;Rhamnaceae;Rosales;E;NA;NA;NA;0;NA;0;0;2;2
Rhipogonum_papuanum;angiosperms;1angiosperms;2angiosperms;380;Rhipogonum;papuanum;Rhipogonum_papuanum;;Rhipogonum papuanum ;P;diploid;1;;2;22.29;11.145;Ripogonaceae;Liliales;M;NA;NA;NA;0;NA;0;0;2;2
Rhodocoma_arida;angiosperms;1angiosperms;2angiosperms;913;Rhodocoma;arida;Rhodocoma_arida;;Rhodocoma arida ;P;diploid;1;;2;1.6;0.8;Restionaceae;Poales;M;NA;NA;NA;0;NA;0;0;2;2
Rhodocoma_foliosa;angiosperms;1angiosperms;2angiosperms;913;Rhodocoma;foliosa;Rhodocoma_foliosa;(Male);Rhodocoma foliosa (Male);P;diploid;1;;2;1.52;0.76;Restionaceae;Poales;M;NA;NA;NA;0;NA;0;0;2;2
Rhodocoma_gracilis;angiosperms;1angiosperms;2angiosperms;913;Rhodocoma;gracilis;Rhodocoma_gracilis;;Rhodocoma gracilis ;P;diploid;1;;2;1.14;0.57;Restionaceae;Poales;M;NA;NA;NA;0;NA;0;0;2;2
Rhodotypos_scandens;angiosperms;1angiosperms;2angiosperms;262;Rhodotypos;scandens;Rhodotypos_scandens;;Rhodotypos scandens ;P;diploid;1;;2;0.7;0.35;Rosaceae;Rosales;E;28;NA;28;1;NA;0;1;2;2
Rhoeo_discolor;angiosperms;1angiosperms;2angiosperms;1;Rhoeo;discolor;Rhoeo_discolor;;Rhoeo discolor ;P;diploid;1;;2;14.4;7.2;Commelinaceae;Commelinales;M;14;31;45;1;20;1;2;2;2
Rhoeo_spathacea;angiosperms;1angiosperms;2angiosperms;121;Rhoeo;spathacea;Rhoeo_spathacea;;Rhoeo spathacea ;P;diploid;1;;2;13.7;6.85;Commelinaceae;Commelinales;M;14;31;45;1;20;1;2;2;2
Rhynchosia_aurea;angiosperms;1angiosperms;2angiosperms;303;Rhynchosia;aurea;Rhynchosia_aurea;;Rhynchosia aurea ;A;diploid;1;;2;2.5;1.25;Fabaceae;Fabales;E;NA;NA;NA;0;NA;0;0;2;2
Rhynchosia_cana;angiosperms;1angiosperms;2angiosperms;303;Rhynchosia;cana;Rhynchosia_cana;;Rhynchosia cana ;B;diploid;1;;2;2.5;1.25;Fabaceae;Fabales;E;NA;NA;NA;0;NA;0;0;2;2
Rhynchosia_cyanosperma;angiosperms;1angiosperms;2angiosperms;443;Rhynchosia;cyanosperma;Rhynchosia_cyanosperma;;Rhynchosia cyanosperma ;B;diploid;1;;2;5.565;2.7825;Fabaceae;Fabales;E;NA;NA;NA;0;NA;0;0;2;2
Rhynchosia_hirta;angiosperms;1angiosperms;2angiosperms;303;Rhynchosia;hirta;Rhynchosia_hirta;;Rhynchosia hirta ;B;diploid;1;;2;5.6;2.8;Fabaceae;Fabales;E;NA;NA;NA;0;NA;0;0;2;2
Rhynchosia_minima;angiosperms;1angiosperms;2angiosperms;443;Rhynchosia;minima;Rhynchosia_minima;;Rhynchosia minima ;P;diploid;1;;2;2.505;1.2525;Fabaceae;Fabales;E;2;7;9;1;NA;0;1;2;2
Rhynchosia_rothii;angiosperms;1angiosperms;2angiosperms;303;Rhynchosia;rothii;Rhynchosia_rothii;;Rhynchosia rothii ;P;diploid;1;;2;2.5;1.25;Fabaceae;Fabales;E;NA;NA;NA;0;NA;0;0;2;2
Rhynchospora_radicans;angiosperms;1angiosperms;2angiosperms;986;Rhynchospora;radicans;Rhynchospora_radicans;;Rhynchospora radicans ;P;diploid;1;;2;0.87;0.435;Cyperaceae;Poales;M;NA;NA;NA;0;NA;0;0;2;2
Rhynchospora_ridleyi;angiosperms;1angiosperms;2angiosperms;986;Rhynchospora;ridleyi;Rhynchospora_ridleyi;;Rhynchospora ridleyi ;P;diploid;1;;2;1.02;0.51;Cyperaceae;Poales;M;NA;NA;NA;0;NA;0;0;2;2
Ribes_alpinum;angiosperms;1angiosperms;2angiosperms;507;Ribes;alpinum;Ribes_alpinum;;Ribes alpinum ;P;diploid;1;;2;2.02;1.01;Grossulariaceae;Saxifragales;E;7;NA;7;1;1;1;2;2;2
Ribes_glutinosum;angiosperms;1angiosperms;2angiosperms;379;Ribes;glutinosum;Ribes_glutinosum;;Ribes glutinosum ;P;diploid;1;;2;1.09;0.545;Grossulariaceae;Saxifragales;E;NA;NA;NA;0;NA;0;0;2;2
Ribes_petraeum;angiosperms;1angiosperms;2angiosperms;507;Ribes;petraeum;Ribes_petraeum;;Ribes petraeum ;P;diploid;1;;2;1.92;0.96;Grossulariaceae;Saxifragales;E;NA;NA;NA;0;NA;0;0;2;2
Ribes_rubrum;angiosperms;1angiosperms;2angiosperms;507;Ribes;rubrum;Ribes_rubrum;;Ribes rubrum ;P;diploid;1;;2;1.94;0.97;Grossulariaceae;Saxifragales;E;67;8;75;1;5;1;2;2;2
Ribes_uva-crispa;angiosperms;1angiosperms;2angiosperms;507;Ribes;uva-crispa;Ribes_uva-crispa;;Ribes uva-crispa ;P;diploid;1;;2;1.88;0.94;Grossulariaceae;Saxifragales;E;51;14;65;1;7;1;2;2;2
Roggeveldia_fistulosa;angiosperms;1angiosperms;2angiosperms;137;Roggeveldia;fistulosa;Roggeveldia_fistulosa;;Roggeveldia fistulosa ;P;diploid;1;;2;14.3;7.15;Iridaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2;2
Romulea_bulbocodium;angiosperms;1angiosperms;2angiosperms;829;Romulea;bulbocodium;Romulea_bulbocodium;;Romulea bulbocodium ;P;diploid;1;;2;2.431632653;1.215816327;Iridaceae;Asparagales;M;NA;1;1;1;NA;0;1;2;2
Roridula_gorgonias;angiosperms;1angiosperms;2angiosperms;379;Roridula;gorgonias;Roridula_gorgonias;;Roridula gorgonias ;P;diploid;1;;2;0.38;0.19;Roridulaceae;Ericales;E;NA;NA;NA;0;NA;0;0;2;2
Rosa_arvensis;angiosperms;1angiosperms;2angiosperms;346;Rosa;arvensis;Rosa_arvensis;;Rosa arvensis ;P;diploid;1;;2;1.1;0.55;Rosaceae;Rosales;E;NA;2;2;1;NA;0;1;2;2
Rosa_banksiae;angiosperms;1angiosperms;2angiosperms;346;Rosa;banksiae;Rosa_banksiae;var. lutea;Rosa banksiae var. lutea;P;diploid;1;;2;1;0.5;Rosaceae;Rosales;E;4;NA;4;1;NA;0;1;2;2
Rosa_bracteata;angiosperms;1angiosperms;2angiosperms;346;Rosa;bracteata;Rosa_bracteata;;Rosa bracteata ;P;diploid;1;;2;1.2;0.6;Rosaceae;Rosales;E;20;1;21;1;NA;0;1;2;2
Rosa_foliolosa;angiosperms;1angiosperms;2angiosperms;346;Rosa;foliolosa;Rosa_foliolosa;;Rosa foliolosa ;P;diploid;1;;2;0.9;0.45;Rosaceae;Rosales;E;1;NA;1;1;NA;0;1;2;2
Rosa_chinensis;angiosperms;1angiosperms;2angiosperms;346;Rosa;chinensis;Rosa_chinensis;;Rosa chinensis ;P;diploid;1;;2;1.2;0.6;Rosaceae;Rosales;E;21;NA;21;1;NA;0;1;2;2
Rosa_iliensis;angiosperms;1angiosperms;2angiosperms;346;Rosa;iliensis;Rosa_iliensis;;Rosa iliensis ;P;diploid;1;;2;1;0.5;Rosaceae;Rosales;E;NA;NA;NA;0;NA;0;0;2;2
Rosa_laevigata;angiosperms;1angiosperms;2angiosperms;346;Rosa;laevigata;Rosa_laevigata;;Rosa laevigata ;P;diploid;1;;2;1.1;0.55;Rosaceae;Rosales;E;14;4;18;1;NA;0;1;2;2
Rosa_nitida;angiosperms;1angiosperms;2angiosperms;346;Rosa;nitida;Rosa_nitida;;Rosa nitida ;P;diploid;1;;2;1;0.5;Rosaceae;Rosales;E;1;NA;1;1;NA;0;1;2;2
Rosa_persica;angiosperms;1angiosperms;2angiosperms;346;Rosa;persica;Rosa_persica;;Rosa persica ;P;diploid;1;;2;0.8;0.4;Rosaceae;Rosales;E;NA;NA;NA;0;NA;0;0;2;2
Rosa_roxburghii;angiosperms;1angiosperms;2angiosperms;346;Rosa;roxburghii;Rosa_roxburghii;var. hirtula;Rosa roxburghii var. hirtula;P;diploid;1;;2;1;0.5;Rosaceae;Rosales;E;NA;NA;NA;0;NA;0;0;2;2
Rosa_rugosa;angiosperms;1angiosperms;2angiosperms;346;Rosa;rugosa;Rosa_rugosa;var. alba;Rosa rugosa var. alba;P;diploid;1;;2;1;0.5;Rosaceae;Rosales;E;71;13;84;1;13;1;2;2;2
Rosa_sempervirens;angiosperms;1angiosperms;2angiosperms;346;Rosa;sempervirens;Rosa_sempervirens;;Rosa sempervirens ;P;diploid;1;;2;1.1;0.55;Rosaceae;Rosales;E;2;4;6;1;NA;0;1;2;2
Rosa_sericea;angiosperms;1angiosperms;2angiosperms;346;Rosa;sericea;Rosa_sericea;f. pteracantha;Rosa sericea f. pteracantha;P;diploid;1;;2;0.8;0.4;Rosaceae;Rosales;E;NA;NA;NA;0;NA;0;0;2;2
Rosa_stellata;angiosperms;1angiosperms;2angiosperms;346;Rosa;stellata;Rosa_stellata;var. mirifica;Rosa stellata var. mirifica;P;diploid;1;;2;0.9;0.45;Rosaceae;Rosales;E;NA;NA;NA;0;NA;0;0;2;2
Rosa_wichuraiana;angiosperms;1angiosperms;2angiosperms;346;Rosa;wichuraiana;Rosa_wichuraiana;;Rosa wichuraiana ;P;diploid;1;;2;1.1;0.55;Rosaceae;Rosales;E;26;6;32;1;NA;0;1;2;2
Rosa_willmottiae;angiosperms;1angiosperms;2angiosperms;346;Rosa;willmottiae;Rosa_willmottiae;;Rosa willmottiae ;P;diploid;1;;2;0.9;0.45;Rosaceae;Rosales;E;NA;NA;NA;0;NA;0;0;2;2
Rosa_xanthina;angiosperms;1angiosperms;2angiosperms;346;Rosa;xanthina;Rosa_xanthina;cv. 'Canary Bird';Rosa xanthina cv. 'Canary Bird';P;diploid;1;;2;0.8;0.4;Rosaceae;Rosales;E;4;1;5;1;NA;0;1;2;2
Roscoea_purpurea;angiosperms;1angiosperms;2angiosperms;829;Roscoea;purpurea;Roscoea_purpurea;;Roscoea purpurea ;P;diploid;1;;2;2.767346939;1.383673469;Zingiberaceae;Zingiberales;M;NA;NA;NA;0;NA;0;0;2;2
Rubus_canadensis;angiosperms;1angiosperms;2angiosperms;600;Rubus;canadensis;Rubus_canadensis;;Rubus canadensis ;P;diploid;1;;2;0.59;0.295;Rosaceae;Rosales;E;8;1;9;1;NA;0;1;2;2
Rubus_canescens;angiosperms;1angiosperms;2angiosperms;600;Rubus;canescens;Rubus_canescens;;Rubus canescens ;P;diploid;1;;2;0.73;0.365;Rosaceae;Rosales;E;1;NA;1;1;NA;0;1;2;2
Rubus_crataegifolius;angiosperms;1angiosperms;2angiosperms;600;Rubus;crataegifolius;Rubus_crataegifolius;;Rubus crataegifolius ;P;diploid;1;;2;0.49;0.245;Rosaceae;Rosales;E;NA;NA;NA;0;NA;0;0;2;2
Rubus_ellipticus;angiosperms;1angiosperms;2angiosperms;600;Rubus;ellipticus;Rubus_ellipticus;;Rubus ellipticus ;P;diploid;1;;2;0.69;0.345;Rosaceae;Rosales;E;6;1;7;1;3;1;2;2;2
Rubus_hispidus;angiosperms;1angiosperms;2angiosperms;600;Rubus;hispidus;Rubus_hispidus;;Rubus hispidus ;P;diploid;1;;2;0.59;0.295;Rosaceae;Rosales;E;NA;NA;NA;0;NA;0;0;2;2
Rubus_illecebrosus;angiosperms;1angiosperms;2angiosperms;600;Rubus;illecebrosus;Rubus_illecebrosus;;Rubus illecebrosus ;P;diploid;1;;2;0.47;0.235;Rosaceae;Rosales;E;13;NA;13;1;NA;0;1;2;2
Rubus_innominatus;angiosperms;1angiosperms;2angiosperms;600;Rubus;innominatus;Rubus_innominatus;;Rubus innominatus ;P;diploid;1;;2;0.54;0.27;Rosaceae;Rosales;E;NA;NA;NA;0;NA;0;0;2;2
Rubus_lasiococcus;angiosperms;1angiosperms;2angiosperms;600;Rubus;lasiococcus;Rubus_lasiococcus;;Rubus lasiococcus ;P;diploid;1;;2;0.69;0.345;Rosaceae;Rosales;E;NA;NA;NA;0;NA;0;0;2;2
Rubus_lasiostylus;angiosperms;1angiosperms;2angiosperms;600;Rubus;lasiostylus;Rubus_lasiostylus;;Rubus lasiostylus ;P;diploid;1;;2;0.62;0.31;Rosaceae;Rosales;E;NA;NA;NA;0;NA;0;0;2;2
Rubus_leucodermis;angiosperms;1angiosperms;2angiosperms;600;Rubus;leucodermis;Rubus_leucodermis;;Rubus leucodermis ;P;diploid;1;;2;0.51;0.255;Rosaceae;Rosales;E;NA;NA;NA;0;NA;0;0;2;2
Rubus_nivalis;angiosperms;1angiosperms;2angiosperms;600;Rubus;nivalis;Rubus_nivalis;;Rubus nivalis ;P;diploid;1;;2;0.56;0.28;Rosaceae;Rosales;E;NA;NA;NA;0;NA;0;0;2;2
Rubus_niveus;angiosperms;1angiosperms;2angiosperms;600;Rubus;niveus;Rubus_niveus;;Rubus niveus ;P;diploid;1;;2;0.57;0.285;Rosaceae;Rosales;E;17;10;27;1;5;1;2;2;2
Rubus_occidentalis;angiosperms;1angiosperms;2angiosperms;600;Rubus;occidentalis;Rubus_occidentalis;;Rubus occidentalis ;P;diploid;1;;2;0.6;0.3;Rosaceae;Rosales;E;4;NA;4;1;NA;0;1;2;2
Rubus_odoratus;angiosperms;1angiosperms;2angiosperms;262;Rubus;odoratus;Rubus_odoratus;;Rubus odoratus ;P;diploid;1;;2;0.8;0.4;Rosaceae;Rosales;E;16;2;18;1;NA;0;1;2;2
Rubus_parvifolius;angiosperms;1angiosperms;2angiosperms;600;Rubus;parvifolius;Rubus_parvifolius;;Rubus parvifolius ;P;diploid;1;;2;0.53;0.265;Rosaceae;Rosales;E;2;NA;2;1;NA;0;1;2;2
Rubus_pinfaensis;angiosperms;1angiosperms;2angiosperms;600;Rubus;pinfaensis;Rubus_pinfaensis;;Rubus pinfaensis ;P;diploid;1;;2;0.59;0.295;Rosaceae;Rosales;E;NA;NA;NA;0;NA;0;0;2;2
Rubus_sanctus;angiosperms;1angiosperms;2angiosperms;600;Rubus;sanctus;Rubus_sanctus;;Rubus sanctus ;P;diploid;1;;2;0.75;0.375;Rosaceae;Rosales;E;1;NA;1;1;NA;0;1;2;2
Rubus_simplex;angiosperms;1angiosperms;2angiosperms;600;Rubus;simplex;Rubus_simplex;;Rubus simplex ;P;diploid;1;;2;0.52;0.26;Rosaceae;Rosales;E;NA;NA;NA;0;NA;0;0;2;2
Rubus_spectabilis;angiosperms;1angiosperms;2angiosperms;600;Rubus;spectabilis;Rubus_spectabilis;;Rubus spectabilis ;P;diploid;1;;2;0.54;0.27;Rosaceae;Rosales;E;8;6;14;1;1;1;2;2;2
Rubus_trivialis;angiosperms;1angiosperms;2angiosperms;600;Rubus;trivialis;Rubus_trivialis;;Rubus trivialis ;P;diploid;1;;2;0.71;0.355;Rosaceae;Rosales;E;NA;NA;NA;0;NA;0;0;2;2
Rudolfiella_aurantiaca;angiosperms;1angiosperms;2angiosperms;999;Rudolfiella;aurantiaca;Rudolfiella_aurantiaca;;Rudolfiella aurantiaca ;;diploid;1;;2;6.11;3.055;Orchidaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2;2
Rumex_alpinus;angiosperms;1angiosperms;2angiosperms;630;Rumex;alpinus;Rumex_alpinus;;Rumex alpinus ;P;diploid;1;;2;0.96;0.48;Polygonaceae;Caryophyllales;E;5;1;6;1;1;1;2;2;2
Rumex_arifolius;angiosperms;1angiosperms;2angiosperms;997;Rumex;arifolius;Rumex_arifolius;;Rumex arifolius ;2;diploid;1;;2;6.04496088;3.02248044;Polygonaceae;Caryophyllales;E;NA;NA;NA;0;NA;0;0;2;2
Rumex_conglomeratus;angiosperms;1angiosperms;2angiosperms;997;Rumex;conglomeratus;Rumex_conglomeratus;;Rumex conglomeratus ;2;diploid;1;;2;1.4008113;0.70040565;Polygonaceae;Caryophyllales;E;107;22;129;1;12;1;2;2;2
Rumex_hastatulus;angiosperms;1angiosperms;2angiosperms;833;Rumex;hastatulus;Rumex_hastatulus;(Texas race female, XX);Rumex hastatulus (Texas race female, XX);AB;diploid;1;;2;3.632;1.816;Polygonaceae;Caryophyllales;E;2;1;3;1;NA;0;1;2;2
Rumex_maderensis;angiosperms;1angiosperms;2angiosperms;477;Rumex;maderensis;Rumex_maderensis;;Rumex maderensis ;P;diploid;1;;2;1.38;0.69;Polygonaceae;Caryophyllales;E;NA;NA;NA;0;NA;0;0;2;2
Rumex_nivalis;angiosperms;1angiosperms;2angiosperms;559;Rumex;nivalis;Rumex_nivalis;(female);Rumex nivalis (female);P;diploid;1;;2;6.74;3.37;Polygonaceae;Caryophyllales;E;NA;NA;NA;0;NA;0;0;2;2
Rumex_thyrsiflorus;angiosperms;1angiosperms;2angiosperms;630;Rumex;thyrsiflorus;Rumex_thyrsiflorus;;Rumex thyrsiflorus ;P;diploid;1;;2;7.8;3.9;Polygonaceae;Caryophyllales;E;14;1;15;1;NA;0;1;2;2
Ruscus_hypoglossum;angiosperms;1angiosperms;2angiosperms;776;Ruscus;hypoglossum;Ruscus_hypoglossum;;Ruscus hypoglossum ;P;diploid;1;;2;17.2;8.6;Asparagaceae;Asparagales;M;NA;1;1;1;NA;0;1;2;2
Rytidosperma_clavatum;angiosperms;1angiosperms;2angiosperms;528;Rytidosperma;clavatum;Rytidosperma_clavatum;;Rytidosperma clavatum ;P;diploid;1;;2;3.32;1.66;Poaceae;Poales;M;NA;NA;NA;0;NA;0;0;2;2
Rytidosperma_gracile;angiosperms;1angiosperms;2angiosperms;528;Rytidosperma;gracile;Rytidosperma_gracile;;Rytidosperma gracile ;P;diploid;1;;2;2.48;1.24;Poaceae;Poales;M;NA;NA;NA;0;NA;0;0;2;2
Rytidosperma_horrens;angiosperms;1angiosperms;2angiosperms;528;Rytidosperma;horrens;Rytidosperma_horrens;;Rytidosperma horrens ;P;diploid;1;;2;3.66;1.83;Poaceae;Poales;M;NA;NA;NA;0;NA;0;0;2;2
Rytidosperma_pumilum;angiosperms;1angiosperms;2angiosperms;528;Rytidosperma;pumilum;Rytidosperma_pumilum;;Rytidosperma pumilum ;P;diploid;1;;2;3.24;1.62;Poaceae;Poales;M;NA;NA;NA;0;NA;0;0;2;2
Rytidosperma_setifolium;angiosperms;1angiosperms;2angiosperms;528;Rytidosperma;setifolium;Rytidosperma_setifolium;;Rytidosperma setifolium ;P;diploid;1;;2;4.96;2.48;Poaceae;Poales;M;NA;NA;NA;0;NA;0;0;2;2
Rytidosperma_telmaticum;angiosperms;1angiosperms;2angiosperms;528;Rytidosperma;telmaticum;Rytidosperma_telmaticum;;Rytidosperma telmaticum ;P;diploid;1;;2;2.83;1.415;Poaceae;Poales;M;NA;NA;NA;0;NA;0;0;2;2
Rytidosperma_viride;angiosperms;1angiosperms;2angiosperms;528;Rytidosperma;viride;Rytidosperma_viride;;Rytidosperma viride ;P;diploid;1;;2;2.76;1.38;Poaceae;Poales;M;NA;NA;NA;0;NA;0;0;2;2
